agency_code,agency,office_code,office,dept_code,dept,fund,approp
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0006,ANTITRUST DIVISION                      ,General Fund,884963
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0009,MEDICAID FRAUD CONTROL UNIT             ,General Fund,932027
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0009,MEDICAID FRAUD CONTROL UNIT             ,Federal Fund,2796080
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0010,PEOPLE'S COUNSEL INSURANCE FUND         ,Special Fund,562213
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0012,JUVENILE JUSTICE MONITORING UNIT        ,General Fund,529328
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0014,CIVIL LITIGATION DIVISION               ,General Fund,2218930
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0014,CIVIL LITIGATION DIVISION               ,Special Fund,549896
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0014,CIVIL LITIGATION DIVISION               ,Reimbursable Fund,222108
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0015,CRIMINAL APPEALS DIVISION               ,General Fund,2608391
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0015,CRIMINAL APPEALS DIVISION               ,General Fund,120000
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0016,CRIMINAL INVESTIGATION DIVISION         ,General Fund,1730246
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0016,CRIMINAL INVESTIGATION DIVISION         ,Reimbursable Fund,94937
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0017,EDUCATIONAL AFFAIRS DIVISION            ,General Fund,427695
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0018,CORRECTIONAL LITIGIATION DIVISION       ,General Fund,306950
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0018,CORRECTIONAL LITIGIATION DIVISION       ,Reimbursable Fund,121950
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0020,CONTRACT LITIGIATION DIVISION           ,Reimbursable Fund,1969453
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0021,MORTGAGE LOAN SERVICING PRACTICES SETTLE,Special Fund,657822
C81,OFFICE OF THE ATTORNEY GENERAL ,C81C00,OFFICE OF THE ATTORNEY GENERAL ,C0021,MORTGAGE LOAN SERVICING PRACTICES SETTLE,Special Fund,5000000
C82,OFFICE OF THE STATE PROSECUTOR ,C82D00,OFFICE OF THE STATE PROSECUTOR ,D0001,GENERAL ADMINISTRATION                  ,General Fund,1285063
C85,MARYLAND TAX COURT ,C85E00,MARYLAND TAX COURT ,E0001,ADMINISTRATION AND APPEALS              ,General Fund,605486
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0001,GENERAL ADMIN AND HEARINGS              ,Special Fund,36331500
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0001,GENERAL ADMIN AND HEARINGS              ,Special Fund,1000000
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0001,GENERAL ADMIN AND HEARINGS              ,Federal Fund,80520
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0002,TELECOMMUNICATIONS                      ,Special Fund,605580
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0003,ENGINEERING INVESTIGATIONS              ,Special Fund,1090078
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0003,ENGINEERING INVESTIGATIONS              ,Federal Fund,344139
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0004,ACCOUNTING INVESTIGATIONS               ,Special Fund,594576
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0005,COMMON CARRIER INVESTIGATIONS           ,Special Fund,1404064
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0006,WASH METROPOLITAN AREA TRANSIT COMM     ,Special Fund,373076
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0007,RATE RESEARCH AND ECONOMICS             ,Special Fund,442106
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0008,HEARING EXAMINER DIVISION               ,Special Fund,713334
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0009,STAFF ATTORNEY                          ,Special Fund,877346
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0009,STAFF ATTORNEY                          ,Special Fund,8000
C90,PUBLIC SERVICE COMMISSION ,C90G00,PUBLIC SERVICE COMMISSION ,G0010,INTERGRATED RESOURCE PLANNING DIVISION  ,Special Fund,918339
C91,OFFICE OF THE PEOPLE'S COUNSEL ,C91H00,OFFICE OF THE PEOPLE'S COUNSEL ,H0001,GENERAL ADMINISTRATION                  ,Special Fund,3506260
C94,SUBSEQUENT INJURY FUND ,C94I00,SUBSEQUENT INJURY FUND ,I0001,GENERAL ADMINISTRATION                  ,Special Fund,2147847
C96,UNINSURED EMPLOYERS' FUND ,C96J00,UNINSURED EMPLOYERS' FUND ,J0001,GENERAL ADMINISTRATION                  ,Special Fund,1386990
C98,WORKERS' COMPENSATION COMMISSION,C98F00,WORKERS' COMPENSATION COMMISSION,F0001,GENERAL ADMINISTRATION,Special Fund,13967475
D05,BOARD OF PUBLIC WORKS ,D05E01,BOARD OF PUBLIC WORKS ,E0101,BPW ADMINISTRATIVE STAFF                ,General Fund,839653
D05,BOARD OF PUBLIC WORKS ,D05E01,BOARD OF PUBLIC WORKS ,E0102,CONTINGENT FUND                         ,General Fund,500000
D05,BOARD OF PUBLIC WORKS ,D05E01,BOARD OF PUBLIC WORKS ,E0105,WETLANDS ADMINISTRATION                 ,General Fund,204653
D05,BOARD OF PUBLIC WORKS ,D05E01,BOARD OF PUBLIC WORKS ,E0110,MISC GRANTS TO PRIVATE NON-PROFIT GROUPS,General Fund,6405768
D05,BOARD OF PUBLIC WORKS ,D05E01,BOARD OF PUBLIC WORKS ,E0115,PAYMENTS OF JUDGEMENTS AGAINST THE STATE,General Fund,123125
D06,BOARD OF PUBLIC WORKS - CAPITAL APPROPRIATION ,D06E02,BOARD OF PUBLIC WORKS - CAPITAL APPROPRIATION ,E0201,CAPITAL APPROPRIATION                   ,General Fund,3950000
D06,BOARD OF PUBLIC WORKS - CAPITAL APPROPRIATION ,D06E02,BOARD OF PUBLIC WORKS - CAPITAL APPROPRIATION ,E0202,PUBLIC SCHOOL CAPITAL APPROPRIATION     ,General Fund,25000000
D10,EXECUTIVE DEPARTMENT - GOVERNOR,D10A01,EXECUTIVE DEPARTMENT - GOVERNOR,A0101,GENERAL EXECUTIVE DIRECTION AND CONTORL,General Fund,11382491
D11,OFFICE OF THE DEAF AND HARD OF HEARING ,D11A04,OFFICE OF DEAF AND HARD OF HEARING ,A0401,EXECUTIVE DIRECTION                     ,General Fund,329101
D12,DEPARTMENT OF DISABILITIES ,D12A02,OFFICE FOR INDIVIDUALS WITH DISABILITIES ,A0201,GENERAL ADMINISTRATION                  ,General Fund,2765286
D12,DEPARTMENT OF DISABILITIES ,D12A02,OFFICE FOR INDIVIDUALS WITH DISABILITIES ,A0201,GENERAL ADMINISTRATION                  ,Special Fund,192264
D12,DEPARTMENT OF DISABILITIES ,D12A02,OFFICE FOR INDIVIDUALS WITH DISABILITIES ,A0201,GENERAL ADMINISTRATION                  ,Federal Fund,1587195
D12,DEPARTMENT OF DISABILITIES ,D12A02,OFFICE FOR INDIVIDUALS WITH DISABILITIES ,A0201,GENERAL ADMINISTRATION                  ,Reimbursable Fund,1161557
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1301,MARYLAND ENERGY ADMINISTRATION          ,Special Fund,4411236
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1301,MARYLAND ENERGY ADMINISTRATION          ,Federal Fund,714503
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1301,MARYLAND ENERGY ADMINISTRATION          ,Reimbursable Fund,140588
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1302,COMMUNITY ENERGY LOAN PRGM - CAPITAL APP,Special Fund,1750000
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1303,STATE AGENCY LOAN PROGRAM-CAPITAL APPROP,Special Fund,1200000
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1303,STATE AGENCY LOAN PROGRAM-CAPITAL APPROP,Federal Fund,700000
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1304,MARYLAND ENERGY EFFICIENCY GRANT PROGRAM,General Fund,7200000
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1306,ENERGY EFFIC & CONSER,Special Fund,3035000
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1306,ENERGY EFFIC & CONSER,Special Fund,10500000
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1307,ENERGY EFFIC & CONSER,Special Fund,5993690
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1307,ENERGY EFFIC & CONSER,Federal Fund,78098
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1308,RENEWABLE & CLEAN ENERGY PGMS & INITIAT ,Special Fund,12739777
D13,MARYLAND ENERGY ADMINISTRATION ,D13A13,MARYLAND ENERGY ADMINISTRATION ,A1349,OSW BUSINESS DEVELOPMENT PROGRAM        ,Special Fund,1500000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0501,SURVEY COMMISSIONS                      ,General Fund,110000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0501,SURVEY COMMISSIONS                      ,General Fund,20000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0503,OFFICE OF MINORITY AFFAIRS              ,General Fund,1360658
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0505,OFFICE OF COMMUNITY INITIATIVES         ,General Fund,2312617
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0505,OFFICE OF COMMUNITY INITIATIVES         ,General Fund,60000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0505,OFFICE OF COMMUNITY INITIATIVES         ,Special Fund,251150
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0505,OFFICE OF COMMUNITY INITIATIVES         ,Federal Fund,3816369
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0505,OFFICE OF COMMUNITY INITIATIVES         ,Reimbursable Fund,416503
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0506,STATE ETHICS COMMISSION                 ,General Fund,821936
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0506,STATE ETHICS COMMISSION                 ,Special Fund,284123
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0506,STATE ETHICS COMMISSION                 ,Special Fund,8000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0507,HEALTH CARE ALT DISPUTE RESOLUTION OFF  ,General Fund,351785
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0507,HEALTH CARE ALT DISPUTE RESOLUTION OFF  ,Special Fund,45000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0516,GOVERNOR'S OFFICE OF CRIME CONTROL      ,General Fund,95679547
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0516,GOVERNOR'S OFFICE OF CRIME CONTROL      ,Special Fund,2273848
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0516,GOVERNOR'S OFFICE OF CRIME CONTROL      ,Federal Fund,20447013
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0516,GOVERNOR'S OFFICE OF CRIME CONTROL      ,Reimbursable Fund,375000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0520,STATE COMMISSION ON CRIMINAL SENTENCING ,General Fund,447197
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0522,GOVERNORS GRANTS OFFICE                 ,General Fund,387689
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0522,GOVERNORS GRANTS OFFICE                 ,Special Fund,30000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0522,GOVERNORS GRANTS OFFICE                 ,Reimbursable Fund,20000
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0523,STATE LABOR RELATIONS BOARDS            ,General Fund,348873
D15,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",D15A05,"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ",A0523,STATE LABOR RELATIONS BOARDS            ,Reimbursable Fund,92211
D16,SECRETARY OF STATE ,D16A06,SECRETARY OF STATE ,A0601,OFFICE OF THE SECRETARY OF STATE        ,General Fund,1925430
D16,SECRETARY OF STATE ,D16A06,SECRETARY OF STATE ,A0601,OFFICE OF THE SECRETARY OF STATE        ,Special Fund,365970
D16,SECRETARY OF STATE ,D16A06,SECRETARY OF STATE ,A0601,OFFICE OF THE SECRETARY OF STATE        ,Special Fund,7000
D17,HISTORIC ST. MARY'S CITY COMMISSION ,D17B01,HISTORIC ST. MARY'S CITY COMMISSION ,B0151,GENERAL ADMINISTRATION                  ,General Fund,2104833
D17,HISTORIC ST. MARY'S CITY COMMISSION ,D17B01,HISTORIC ST. MARY'S CITY COMMISSION ,B0151,GENERAL ADMINISTRATION                  ,General Fund,35000
D17,HISTORIC ST. MARY'S CITY COMMISSION ,D17B01,HISTORIC ST. MARY'S CITY COMMISSION ,B0151,GENERAL ADMINISTRATION                  ,Special Fund,968924
D18,GOVERNOR'S OFFICE FOR CHILDREN,D18A18,GOVERNOR'S OFFICE FOR CHILDREN,A1801,GOVERNOR'S OFFICE FOR CHILDREN,General Fund,1631617
D25,INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ,D25E03,INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ,E0301,GENERAL ADMINISTRATION                  ,General Fund,1683097
D25,INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ,D25E03,INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ,E0302,AGING SCHOOL PROGRAM                    ,General Fund,84273
D26,DEPARTMENT OF AGING ,D26A07,MARYLAND DEPARTMENT ON AGING ,A0701,OPERATING ACCOUNT                       ,General Fund,20037690
D26,DEPARTMENT OF AGING ,D26A07,MARYLAND DEPARTMENT ON AGING ,A0701,OPERATING ACCOUNT                       ,Special Fund,421467
D26,DEPARTMENT OF AGING ,D26A07,MARYLAND DEPARTMENT ON AGING ,A0701,OPERATING ACCOUNT                       ,Federal Fund,26362167
D26,DEPARTMENT OF AGING ,D26A07,MARYLAND DEPARTMENT ON AGING ,A0701,OPERATING ACCOUNT                       ,Reimbursable Fund,4283381
D26,DEPARTMENT OF AGING ,D26A07,MARYLAND DEPARTMENT ON AGING ,A0702,SENIOR CENTERS OPERATING FUND           ,General Fund,500000
D27,COMMISSION ON HUMAN RELATIONS ,D27L00,COMMISSION ON HUMAN RELATIONS ,L0001,GENERAL ADMINISTRATION                  ,General Fund,2449197
D27,COMMISSION ON HUMAN RELATIONS ,D27L00,COMMISSION ON HUMAN RELATIONS ,L0001,GENERAL ADMINISTRATION                  ,Federal Fund,671675
D28,MARYLAND STADIUM AUTHORITY ,D28A03,MARYLAND STADIUM AUTHORITY ,A0302,MARYLAND STADIUM FACILITIES FUND        ,Special Fund,20000000
D28,MARYLAND STADIUM AUTHORITY ,D28A03,MARYLAND STADIUM AUTHORITY ,A0355,BALTIMORE CONVENTION CENTER             ,General Fund,9016587
D28,MARYLAND STADIUM AUTHORITY ,D28A03,MARYLAND STADIUM AUTHORITY ,A0358,OCEAN CITY CONVENTION CENTER            ,General Fund,2695715
D28,MARYLAND STADIUM AUTHORITY ,D28A03,MARYLAND STADIUM AUTHORITY ,A0359,MONTGOMERY COUNTY CONFERENCE CENTER     ,General Fund,1644060
D28,MARYLAND STADIUM AUTHORITY ,D28A03,MARYLAND STADIUM AUTHORITY ,A0360,HIPPODROME PERFORMING ARTS CTR-CAP APPRO,General Fund,1389493
D38,STATE BOARD OF ELECTIONS ,D38I01,STATE BOARD OF ELECTIONS ,I0101,GENERAL ADMINISTRATION                  ,General Fund,3850424
D38,STATE BOARD OF ELECTIONS ,D38I01,STATE BOARD OF ELECTIONS ,I0101,GENERAL ADMINISTRATION                  ,Special Fund,105921
D38,STATE BOARD OF ELECTIONS ,D38I01,STATE BOARD OF ELECTIONS ,I0102,HELP AMERICA VOTE ACT                   ,General Fund,4737892
D38,STATE BOARD OF ELECTIONS ,D38I01,STATE BOARD OF ELECTIONS ,I0102,HELP AMERICA VOTE ACT                   ,Special Fund,8863544
D38,STATE BOARD OF ELECTIONS ,D38I01,STATE BOARD OF ELECTIONS ,I0102,HELP AMERICA VOTE ACT                   ,Federal Fund,200000
